"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B08346W5S6","X0023SUF0Z","VIVOSUN Bidone rotante doppio del compost del batch del compostatore di rotolamento all'aperto, porta nera da 43 galloni","'FCO2'","IT","57.0","57.0","23.0","centimeters","11.68","kilograms","0.0747","cubic meters","Oversize","7.0","0.0","0.5231","2026-04","20.5","weeks","21.78","0.0","7.0","0.5231","11.3928","0.0","EUR","11.3928","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Filtro A Carbone Attivo 100mm 4 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Invernadero con Prefiltro","'MXP5'","IT","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","1.0","0.0","0.013","2026-04","14.4","weeks","27.54","0.0","1.0","0.013","0.3575","0.0","EUR","0.3575","Others","N","N","0.0","--","0.0"
"B06Y1XVD1P","X001W1HJ2B","VIVOSUN Confezione 1 Forbici da Giardinaggio 17cm Forbici da Pianta con Manici Ergonomici Forbici da Potatura con Lame Dritte e Rivestimento Antiaderente Titanio Forbici da Rose Blu","'MXP5'","IT","21.6","7.0","1.5","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.03","0.0","2.0E-4","0.0","EUR","2.0E-4","Others","N","N","0.0","--","0.0"
"B0CRDQ63HT","X0021PRUUD","VIVOSUN FlexFeed Kit Professionale di Irrigazione a Goccia Automatica, Sistema Controllabile Via App con Pompa e 4 Emetitori a Goccia per Piante","'MXP5'","IT","11.91","11.3","5.79","centimeters","0.18","kilograms","8.0E-4","cubic meters","Standard-Size","0.13","0.0","1.0E-4","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0029","0.0","EUR","0.0029","Others","N","N","0.0","--","0.0"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN Ventilatore Da 10 cm AeroWave D4, Con Gancio Removibile, Flusso Potente E Silenzioso, 3 Velocità, Angolo Aggiustabile, Per Idroponica, Circolazione Aria E Raffreddamento Nero","'MXP5'","IT","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","0.5","0.0","6.0E-4","2026-04","14.4","weeks","27.54","0.0","0.5","6.0E-4","0.0173","0.0","EUR","0.0173","Others","N","N","0.0","--","0.0"
"B0CMZFSLCL","X0023L9G3T","VIVOSUN Ventilatore da 10 cm AeroWave D4 2 Pezzi, con Gancio Removibile, Flusso Potente E Silenzioso, 3 velocità, Angolo Regolabile, per Idroponica, Circolazione Aria E Raffreddamento, Nero","'MXP5'","IT","16.1","14.5","13.1","centimeters","0.58","kilograms","0.0031","cubic meters","Standard-Size","0.4","0.0","0.0012","2026-04","14.4","weeks","27.54","0.0","0.07","2.0E-4","0.0337","0.0","EUR","0.0337","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, fotocamera intelligente WiFi 2K QHD per Grow Tent e VGrow Smart Grow Box, supporta WiFi a 2,4 GHz (non 5 GHz/6 GHz), timelapse, visione notturna, archiviazione scheda SD, audio a 2","'MXP5'","IT","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","0.4","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.4","2.0E-4","0.0068","0.0","EUR","0.0068","Others","N","N","0.0","--","0.0"
"B0FHZV3WNM","X002CXIWAB","VIVOSUN AeroFlux Riscaldatore per Tende da Coltivazione Intelligenti 700 W, Riscaldamento PTC con Termostato, Monitoraggio VPD, Controllo app, Protezione Contro il Surriscaldamento e Tubo di prolunga","'MXP5'","IT","33.0","31.1","19.4","centimeters","3.19","kilograms","0.0199","cubic meters","Standard-Size","1.53","0.0","0.0305","2026-04","14.4","weeks","27.54","0.0","1.53","0.0305","0.8416","0.0","EUR","0.8416","Others","N","N","0.0","--","0.0"
"B07QTHF9ZT","X001VKGPG9","VIVOSUN Spruzzatore Nebulizzatore Manuale a Pressione da 0,8L con Ugello in Ottone Regolabile, per Giardinaggio, Orto, Trattamenti Piante e Pulizia, Colore Verde","'MXP6'","IT","31.3","15.7","14.7","centimeters","0.39","kilograms","0.0072","cubic meters","Standard-Size","7.0","0.0","0.0506","2026-04","14.4","weeks","27.54","0.0","7.0","0.0506","1.3923","0.0","EUR","1.3923","Others","N","N","0.0","--","0.0"
"B07Y81DTTJ","X001VKL6RR","VIVOSUN Spruzzatore a Pressione 4L, Bottiglia a Pompa con 3 Ugelli per l'acqua, design della Scanalatura Dell'impugnatura, Valvola di Sicurezza, Cinghia di Trasporto, per prati, piante e Pulizia","'MXP6'","IT","40.9","18.8","18.7","centimeters","1.17","kilograms","0.0144","cubic meters","Standard-Size","26.0","0.0","0.3738","2026-04","14.4","weeks","27.54","0.0","26.0","0.3738","10.2933","0.0","EUR","10.2933","Others","N","N","0.0","--","0.0"
"B08M3G5TH3","X001VZST45","VIVOSUN Filtro A Carbone Attivo 100mm 4 Pulgadas Control De Olores con Carbón Australiano para Extractor Ventilación Grow Tent Cultivo Interior Invernadero con Prefiltro","'MXP6'","IT","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","2.0","0.0","0.0274","2026-04","14.4","weeks","27.54","0.0","2.0","0.0274","0.7538","0.0","EUR","0.7538","Others","N","N","0.0","--","0.0"
"B07VJDZHXG","X0021OYWH3","VIVOSUN Lente di Ingrandimento per Gioielliere 30X e 60X con LED, Kit da 2 Pieghevoli in Alluminio e Plastica - per Ispezioni di Diamanti, Gioielli, Monete, Francobolli, Antichità (Bianco)","'MXP6'","IT","9.2","8.0","6.4","centimeters","0.17","kilograms","5.0E-4","cubic meters","Standard-Size","1.0","0.47","3.0E-4","2026-04","14.4","weeks","27.54","0.0","0.53","3.0E-4","0.0069","0.0","EUR","0.0069","Others","N","N","0.0","--","0.0"
"B01DXYMKIO","X001VV7LMP","VIVOSUN Grow Tent 90x90x180 CM (36''x36''x72''), Made of Highly Reflective Mylar with Viewing Window and Base Tray for Hydroponics Seedling Indoor Plant Growing Suitable for VS2000/VS3000","'BHX7'","GB","95.6","24.8","16.6","centimeters","9.4","kilograms","1.3899","cubic feet","Oversize","2.37","0.0","3.2893","2026-04","18.0","weeks","0.55","0.0","2.37","3.2893","1.8082","0.0","GBP","1.8082","Others","N","N","0.0","--","0.0"
"B0CGHJG44R","X0022PRRPF","VIVOSUN PRO Grow Tent 90x90x180 CM (36""x36""x72""),with Thick 22 mm Poles, 2000D Oxford Fabric with Highly Reflective Mylar Extra Hanging Poles & High CFM Kit for Hydroponics P336 for AeroLight A200SE","'BHX7'","GB","95.5","32.8","18.8","centimeters","14.82","kilograms","2.0796","cubic feet","Oversize","2.53","0.0","5.2684","2026-04","18.0","weeks","0.55","0.0","2.53","5.2684","2.8962","0.0","GBP","2.8962","Others","N","N","0.0","--","0.0"
"B0CGHDFN7T","X0022PY2IZ","VIVOSUN Pro Grow Tent 60x60x120 CM (24""x24""x48""), with Thick 22 mm Poles, 2000D Oxford Fabric with Highly Reflective Mylar Extra Hanging Poles for Hydroponics Indoor Plant, No High CFM Set","'BHX7'","GB","66.04","33.02","16.51","centimeters","8.32","kilograms","1.2714","cubic feet","Oversize","1.13","0.0","1.3138","2026-04","18.0","weeks","0.55","0.0","1.03","1.3138","0.7222","0.0","GBP","0.7222","Others","N","N","0.0","--","0.1"
"B01CTM0LLO","X0022UCQOR","VIVOSUN Inline Duct Fan 8 Inch 740 CFM with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z8 Pipe Fan, Black","'BHX7'","GB","38.5","35.5","28.0","centimeters","6.2","kilograms","1.3515","cubic feet","Oversize","0.97","0.0","1.2614","2026-04","18.0","weeks","0.55","0.0","0.93","1.2614","0.6934","0.0","GBP","0.6934","Others","N","N","0.0","--","0.03"
"B0C6JR9Y9D","X001XJCBLL","VIVOSUN AeroWave E6 Grow Tent Fan 6”, EC Motor, Smart Wifi Control, US Patented Auto Oscillating Clip fan, IP54, Strong Airflow but Quiet for Hydroponic Ventilation Circulation 2-Pack","'BRS1'","GB","26.9","24.7","18.7","centimeters","2.06","kilograms","0.4388","cubic feet","Standard-Size","0.23","0.0","0.1024","2026-04","27.6","weeks","0.76","0.42","0.23","0.1024","0.08","0.04","GBP","0.12","Others","N","N","0.0","--","0.0"
"B00P7RUI3U","X001VV7Y8V","VIVOSUN Garden Netting 5 x 15ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","'BRS2'","GB","17.1","13.5","1.4","centimeters","0.07","kilograms","0.0114","cubic feet","Standard-Size","0.07","0.0","8.0E-4","2026-04","27.6","weeks","0.76","0.42","0.07","8.0E-4","5.0E-4","5.0E-4","GBP","0.0011","Others","N","N","0.0","--","0.0"
"B0BTM3RC2G","X001WT9DF9","VIVOSUN 1-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","'BRS2'","GB","13.7","10.3","3.0","centimeters","0.15","kilograms","0.0149","cubic feet","Standard-Size","0.9","0.0","0.0135","2026-04","27.6","weeks","0.76","0.42","0.9","0.0135","0.0095","0.0095","GBP","0.0189","Others","N","N","0.0","--","0.0"
"B0C6QG963B","X001XJAHFD","VIVOSUN AeroZesh G4 Inline Duct Fan 100 mm Extractor Fan 331 m³/h with E12 Speed Controller and Fully Programmable PWM-Controlled EC Fan for Grow Tent Ventilation","'CWL1'","GB","32.5","24.3","19.5","centimeters","2.49","kilograms","0.5439","cubic feet","Standard-Size","1.0","0.0","0.5439","2026-04","27.6","weeks","0.76","0.42","1.0","0.5439","0.4136","0.2288","GBP","0.6424","Others","N","N","0.0","--","0.0"
"B0C6QJVMD1","X001XJCH1Z","VIVOSUN AeroZesh G6 Inline Duct Fan 6inch/150 mm Extractor Fan 660 m³/h with E12 Speed Controller and Entirely Programmable PWM-Controlled EC Fan for Growbox Grow Tent Ventilation","'CWL1'","GB","33.5","26.6","22.7","centimeters","3.33","kilograms","0.7143","cubic feet","Standard-Size","2.0","0.0","1.4287","2026-04","27.6","weeks","0.76","0.42","2.0","1.4287","1.0864","0.6012","GBP","1.6876","Others","N","N","0.0","--","0.0"
"B0BTM3RC2G","X001WT9DF9","VIVOSUN 1-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","'DSA2'","GB","13.7","10.3","3.0","centimeters","0.15","kilograms","0.0149","cubic feet","Standard-Size","19.0","0.0","0.284","2026-04","27.6","weeks","0.76","0.42","19.0","0.284","0.22","0.12","GBP","0.34","Others","N","N","0.0","--","0.0"
"B0CH7Z32KC","X001VZLOUB","VIVOSUN 20 cm Pre-Filter for 20 cm Carbon Filter, 45 cm Long, Black","'DSA6'","GB","23.7","21.3","3.0","centimeters","0.09","kilograms","0.0535","cubic feet","Standard-Size","1.0","0.0","0.0535","2026-04","27.6","weeks","0.76","0.42","1.0","0.0535","0.041","0.0223","GBP","0.0633","Others","N","N","0.0","--","0.0"
"B0BTM3RC2G","X001WT9DF9","VIVOSUN 1-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","'DSA6'","GB","13.7","10.3","3.0","centimeters","0.15","kilograms","0.0149","cubic feet","Standard-Size","15.7","0.0","0.2337","2026-04","27.6","weeks","0.76","0.42","15.63","0.2337","0.179","0.0977","GBP","0.2767","Others","N","N","0.0","--","0.07"
"B00P7RUI3U","X001VV7Y8V","VIVOSUN Garden Netting 5 x 15ft. Plant Trellis Netting, Heavy-Duty Polyester Grow Net, Garden Trellis Netting with Square Mesh for Climbing Plants, Vegetables, Fruits, and Flowers, 1-Pack","'EDI4'","GB","17.1","13.5","1.4","centimeters","0.07","kilograms","0.0114","cubic feet","Standard-Size","0.07","0.0","8.0E-4","2026-04","27.6","weeks","0.76","0.42","0.07","8.0E-4","6.0E-4","3.0E-4","GBP","9.0E-4","Others","N","N","0.0","--","0.0"
"B07QTHYLZV","X001WHRG73","VIVOSUN 0.8 L Hand Sprayer with Adjustable Brass Nozzle for Garden and Lawn Care, Pump Sprayer Garden Sprayer for Plant Spraying, Car Care and Other Cleaning Solutions, Red","'EDI4'","GB","31.7","15.7","14.5","centimeters","0.38","kilograms","0.2548","cubic feet","Standard-Size","0.23","0.03","0.051","2026-04","27.6","weeks","0.76","0.42","0.2","0.051","0.0386","0.0214","GBP","0.06","Others","N","N","0.0","--","0.0"
"B06Y1XVD1P","X001WHVGFL","VIVOSUN Gardening Scissors 6.5 Inch Hand Pruner Shear with Titanium Coated Blades, Pruning Shear for Plants, Flowers, Hedges 1-Pack Blue","'EDI4'","GB","21.5","7.1","1.5","centimeters","0.07","kilograms","0.0081","cubic feet","Standard-Size","0.13","0.0","0.0011","2026-04","27.6","weeks","0.76","0.42","0.13","0.0011","8.0E-4","5.0E-4","GBP","0.0013","Others","N","N","0.0","--","0.0"
"B0BTM3RC2G","X001WT9DF9","VIVOSUN 1-Pair 1/8 Inch Adjustable Grow Light Hanger, Heavy Duty Rope Hanger with Reinforced Metal Gears, 8Ft. Long and 150 lbs Weight Capacity Rope for Grow Light, Inline Fan, Filters","'EDI4'","GB","13.7","10.3","3.0","centimeters","0.15","kilograms","0.0149","cubic feet","Standard-Size","0.07","0.0","0.001","2026-04","27.6","weeks","0.76","0.42","0.07","0.001","8.0E-4","4.0E-4","GBP","0.0012","Others","N","N","0.0","--","0.0"
"B0C6QJVMD1","X001XJCH1Z","VIVOSUN AeroZesh G6 Inline Duct Fan 6inch/150 mm Extractor Fan 660 m³/h with E12 Speed Controller and Entirely Programmable PWM-Controlled EC Fan for Growbox Grow Tent Ventilation","'EDI4'","GB","33.5","26.6","22.7","centimeters","3.33","kilograms","0.7143","cubic feet","Standard-Size","0.5","0.4","0.0714","2026-04","27.6","weeks","0.76","0.42","0.1","0.0714","0.0541","0.0299","GBP","0.0841","Others","N","N","0.0","--","0.0"
"B0C6QKDG53","X00220SC3L","VIVOSUN AeroZesh G6 Inline Duct Fan 6inch/150 mm Quiet Extractor Fan 660 m³/h with EC Motor and GrowHub E42A WiFi Controller for Growbox, Cooling, Booster, Grow Tents, Hydroponics","'EDI4'","GB","33.5","26.5","23.0","centimeters","3.72","kilograms","0.7211","cubic feet","Standard-Size","1.0","0.0","0.7211","2026-04","27.6","weeks","0.76","0.42","1.0","0.7211","0.5466","0.3021","GBP","0.8486","Others","N","N","0.0","--","0.0"
"B0BKP6QLTD","X0022P24NP","VIVOSUN LED Grow Lamp 100 W Full Spectrum Plant Lamp with Integrated Circulation Fan Grow Light Compatible with App, AeroLight A100SE with GrowHub Controller E25 for 60 x 60 cm Grow Tent","'EDI4'","GB","40.4","34.4","8.2","centimeters","2.46","kilograms","0.4024","cubic feet","Oversize","0.17","0.0","0.0671","2026-04","18.0","weeks","0.55","0.0","0.17","0.0671","0.0382","0.0","GBP","0.0382","Others","N","N","0.0","--","0.0"
"B0BKPKKWYK","X0022P84ZR","VIVOSUN LED Grow Lamp 150 W Full Spectrum Plant Lamp with Integrated Circulation Fan Grow Light Compatible with App, AeroLight A150SE with GrowHub Controller E25 for 120 x 60 cm Grow Tent","'EDI4'","GB","39.9","35.1","6.9","centimeters","3.1","kilograms","0.3413","cubic feet","Oversize","0.27","0.0","0.091","2026-04","18.0","weeks","0.55","0.0","0.27","0.091","0.0518","0.0","GBP","0.0518","Others","N","N","0.0","--","0.0"
"B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","'EDI4'","GB","32.9","10.3","4.1","centimeters","0.09","kilograms","0.0491","cubic feet","Standard-Size","0.57","0.33","0.0114","2026-04","27.6","weeks","0.76","0.42","0.23","0.0114","0.0087","0.0048","GBP","0.0135","Others","N","N","0.0","--","0.0"
"B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","'EDI4'","GB","32.9","10.3","4.1","centimeters","0.09","kilograms","0.0491","cubic feet","Standard-Size","0.23","0.13","0.0049","2026-04","27.6","weeks","0.76","0.42","0.1","0.0049","0.0037","0.0021","GBP","0.0058","Others","N","N","0.0","--","0.0"
"B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 6 Inch 440 CFM with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","'EDI4'","GB","34.0","31.0","26.0","centimeters","4.67","kilograms","0.9678","cubic feet","Standard-Size","1.03","0.47","0.5484","2026-04","27.6","weeks","0.76","0.42","0.57","0.5484","0.4157","0.2297","GBP","0.6454","Others","N","N","0.0","--","0.0"
"B01CTM0JF2","X0022UCHDH","VIVOSUN Inline Duct Fan 6 Inch 440 CFM with Variable Speed Control for Grow Tent, Ventilation, Plant Tent, Indoor, Garden, Ventilation Fan, Z6 Pipe Fan, Black","'EDI4'","GB","34.0","31.0","26.0","centimeters","4.67","kilograms","0.9678","cubic feet","Standard-Size","0.03","0.0","0.0323","2026-04","27.6","weeks","0.76","0.42","0.03","0.0323","0.0245","0.0135","GBP","0.038","Others","N","N","0.0","--","0.0"
"B0BXD9RK42","X0022UF9AZ","VIVOSUN Solar Automatic Drip Irrigation Kits with Timer, 3W Output, Solar Powered Auto Drip Irrigation System, 15 Pots Garden Plant Watering System, Plant Waterer Indoor Outdoor","'EDI4'","GB","31.1","21.2","7.1","centimeters","0.93","kilograms","0.1653","cubic feet","Standard-Size","0.2","0.03","0.0276","2026-04","27.6","weeks","0.76","0.42","0.17","0.0276","0.0209","0.0115","GBP","0.0324","Others","N","N","0.0","--","0.0"
"B0BXD9RK42","X0022UF9AZ","VIVOSUN Solar Automatic Drip Irrigation Kits with Timer, 3W Output, Solar Powered Auto Drip Irrigation System, 15 Pots Garden Plant Watering System, Plant Waterer Indoor Outdoor","'EDI4'","GB","31.1","21.2","7.1","centimeters","0.93","kilograms","0.1653","cubic feet","Standard-Size","0.17","0.03","0.022","2026-04","27.6","weeks","0.76","0.42","0.13","0.022","0.0167","0.0092","GBP","0.0259","Others","N","N","0.0","--","0.0"
"B0BXD9RK42","X0022UF9AZ","VIVOSUN Solar Automatic Drip Irrigation Kits with Timer, 3W Output, Solar Powered Auto Drip Irrigation System, 15 Pots Garden Plant Watering System, Plant Waterer Indoor Outdoor","'EDI4'","GB","31.1","21.2","7.1","centimeters","0.93","kilograms","0.1653","cubic feet","Standard-Size","0.07","0.0","0.011","2026-04","27.6","weeks","0.76","0.42","0.07","0.011","0.0084","0.0046","GBP","0.013","Others","N","N","0.0","--","0.0"
"B01731MLFK","X001VGR1MZ","VIVOSUN 6 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Duct Fan, Grow Tent, Pre-Filter Included, Reversible Flange 6""x 16""","'EMA1'","GB","44.2","24.38","24.13","centimeters","4.74","kilograms","0.9183","cubic feet","Standard-Size","10.0","0.0","8.999","2026-04","27.6","weeks","0.76","0.42","9.8","8.999","6.8389","3.7802","GBP","10.6191","Others","N","N","0.0","--","0.2"
"B00TF9E4UO","X001VJ6ACJ","VIVOSUN Grow Bags 5 Pack 12L, Heavy Duty Thickened Nonwoven Fabric Pots with Strong Handles for Vegetables, Flowers, Fruits, Greenhouse and Garden","'EMA1'","GB","26.6","15.7","15.0","centimeters","0.51","kilograms","0.2212","cubic feet","Standard-Size","41.1","0.0","9.0701","2026-04","27.6","weeks","0.76","0.42","41.0","9.0701","6.8929","3.81","GBP","10.703","Others","N","N","0.0","--","0.1"
"B01DXYMBU6","X001VJLX5X","VIVOSUN 4 Inch Air Carbon Filter Odor Control with Australia Virgin Charcoal for Inline Fan, Grow Tent Odor Scrubber Indoor Hydroponics, Pre-filter Included, Reversible Flange 4"" x 14""","'EMA1'","GB","34.5","19.6","19.2","centimeters","2.7","kilograms","0.4585","cubic feet","Standard-Size","2.37","0.0","1.0851","2026-04","27.6","weeks","0.76","0.42","2.37","1.0851","0.8246","0.4558","GBP","1.2804","Others","N","N","0.0","--","0.0"
"B08M3VN2ST","X001VUM8SD","VIVOSUN 6 Inch Air Carbon Filter Smelliness Control with Australia Virgin Charcoal for Inline Fan, Grow Tent Smelliniss Scrubber, Pre-Filter Included, Reversible Flange 6""x 16"", Black","'EMA1'","GB","44.6","25.6","23.8","centimeters","4.49","kilograms","0.9596","cubic feet","Standard-Size","5.7","0.0","5.4379","2026-04","27.6","weeks","0.76","0.42","5.67","5.4379","4.1326","2.2843","GBP","6.4169","Others","N","N","0.0","--","0.03"
"B0CH7Y7M95","X001VY9KQH","VIVOSUN 15 cm Prefilter for 15 cm Carbon Filter, Black, 25 cm long","'EMA1'","GB","13.6","12.9","3.4","centimeters","0.04","kilograms","0.0211","cubic feet","Standard-Size","9.0","0.0","0.1896","2026-04","27.6","weeks","0.76","0.42","9.0","0.1896","0.1441","0.0796","GBP","0.2237","Others","N","N","0.0","--","0.0"
"B0CH7Z46B1","X001VZK9WF","VIVOSUN 15 cm pre-filter for 15 cm carbon filter, 35 cm long, black","'EMA1'","GB","18.0","17.8","2.9","centimeters","0.05","kilograms","0.0328","cubic feet","Standard-Size","14.0","0.0","0.4594","2026-04","27.6","weeks","0.76","0.42","14.0","0.4594","0.3491","0.193","GBP","0.5421","Others","N","N","0.0","--","0.0"
"B0CH7Z32KC","X001VZLOUB","VIVOSUN 20 cm Pre-Filter for 20 cm Carbon Filter, 45 cm Long, Black","'EMA1'","GB","23.7","21.3","3.0","centimeters","0.09","kilograms","0.0535","cubic feet","Standard-Size","17.0","0.0","0.9092","2026-04","27.6","weeks","0.76","0.42","17.0","0.9092","0.6909","0.3819","GBP","1.0729","Others","N","N","0.0","--","0.0"
"B0BMV1W52R","X001XJ0EL5","VIVOSUN AeroZesh T6 Inline Duct Fan 6 inch/150 mm Extractor Fan 693 m³/h with E12 Speed Controller and Entirely Programmable PWM-Controlled EC Fan for Grow Tent Ventilation Growbox","'EMA1'","GB","33.7","25.7","24.9","centimeters","2.8","kilograms","0.7616","cubic feet","Standard-Size","40.67","0.0","30.9711","2026-04","27.6","weeks","0.76","0.42","40.67","30.9711","23.5369","13.0098","GBP","36.5467","Others","N","N","0.0","--","0.0"
"B0BQF568WN","X001XJ9I8Z","VIVOSUN Inline Duct Fan 4 inch/100 mm with E42A WiFi-App Controller, Quiet Extractor Fan 357 m³/h with EC Motor Exhaust Fan for Heating, Cooling, Greenhouse Accessory, Grow Tents, Hydroponics","'EMA1'","GB","32.5","24.7","19.7","centimeters","2.64","kilograms","0.5585","cubic feet","Standard-Size","10.33","0.0","5.715","2026-04","27.6","weeks","0.76","0.42","10.23","5.715","4.3432","2.4007","GBP","6.7439","Others","N","N","0.0","--","0.1"
"B0C6QJVMD1","X001XJCH1Z","VIVOSUN AeroZesh G6 Inline Duct Fan 6inch/150 mm Extractor Fan 660 m³/h with E12 Speed Controller and Entirely Programmable PWM-Controlled EC Fan for Growbox Grow Tent Ventilation","'EMA1'","GB","33.5","26.6","22.7","centimeters","3.33","kilograms","0.7143","cubic feet","Standard-Size","23.4","0.0","16.5966","2026-04","27.6","weeks","0.76","0.42","23.23","16.5966","12.6128","6.9716","GBP","19.5844","Others","N","N","0.0","--","0.17"
"B0C6QKDG53","X00220SC3L","VIVOSUN AeroZesh G6 Inline Duct Fan 6inch/150 mm Quiet Extractor Fan 660 m³/h with EC Motor and GrowHub E42A WiFi Controller for Growbox, Cooling, Booster, Grow Tents, Hydroponics","'EMA1'","GB","33.5","26.5","23.0","centimeters","3.72","kilograms","0.7211","cubic feet","Standard-Size","9.43","0.0","6.778","2026-04","27.6","weeks","0.76","0.42","9.4","6.778","5.151","2.8472","GBP","7.9982","Others","N","N","0.0","--","0.03"
"B0B7J2931M","X0022HLKTR","VIVOSUN 2-Pcs. Grow Tent Vent Cover, 4""/6""/8"" Duct Filter Vent Cover with Elastic Band and Fixed Buckle for Plant Grow Tent Vent","'EMA1'","GB","19.1","13.49","5.0","centimeters","0.04","kilograms","0.0455","cubic feet","Standard-Size","0.23","0.0","0.0061","2026-04","27.6","weeks","0.76","0.42","0.13","0.0061","0.0046","0.0025","GBP","0.0072","Others","N","N","0.0","--","0.1"
"B0B7J1151P","X0022HM0AP","VIVOSUN 2-Pcs. Grow Tent Vent Cover, 4""/6""/8"" Duct Filter Vent Cover with Elastic Band and Fixed Buckle for Plant Grow Tent Vent","'EMA1'","GB","19.7","13.3","3.8","centimeters","0.03","kilograms","0.0352","cubic feet","Standard-Size","2.77","0.0","0.0973","2026-04","27.6","weeks","0.76","0.42","2.77","0.0973","0.0739","0.0409","GBP","0.1148","Others","N","N","0.0","--","0.0"
"B0BKP6QLTD","X0022P24NP","VIVOSUN LED Grow Lamp 100 W Full Spectrum Plant Lamp with Integrated Circulation Fan Grow Light Compatible with App, AeroLight A100SE with GrowHub Controller E25 for 60 x 60 cm Grow Tent","'EMA1'","GB","40.4","34.4","8.2","centimeters","2.46","kilograms","0.4024","cubic feet","Oversize","0.93","0.0","0.3622","2026-04","18.0","weeks","0.55","0.0","0.9","0.3622","0.2","0.0","GBP","0.2","Others","N","N","0.0","--","0.03"
"B0BXP47DZP","X0022PR5X9","VIVOSUN AeroLab THB1 Wireless Bluetooth Hygrometer Thermometer Indoor, Smart Temperature Monitor, VPD, Digital Humidity Meter, LCD Remote Control & Alert, Data Storage, Dual Channels, Battery Included","'EMA1'","GB","14.0","9.1","2.9","centimeters","0.15","kilograms","0.013","cubic feet","Standard-Size","35.03","0.0","0.4567","2026-04","27.6","weeks","0.76","0.42","35.0","0.4567","0.347","0.1918","GBP","0.5389","Others","N","N","0.0","--","0.03"
"B01DNUIGUY","X0022PUP95","VIVOSUN Soil Tester, 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","'EMA1'","GB","32.9","10.3","4.1","centimeters","0.09","kilograms","0.0491","cubic feet","Standard-Size","1.0","0.0","0.0491","2026-04","27.6","weeks","0.76","0.42","1.0","0.0491","0.0373","0.0206","GBP","0.0579","Others","N","N","0.0","--","0.0"
"B00TF9E4UO","X001VJ6ACJ","VIVOSUN Grow Bags 5 Pack 12L, Heavy Duty Thickened Nonwoven Fabric Pots with Strong Handles for Vegetables, Flowers, Fruits, Greenhouse and Garden","'EMA2'","GB","26.6","15.7","15.0","centimeters","0.51","kilograms","0.2212","cubic feet","Standard-Size","0.03","0.0","0.0074","2026-04","27.6","weeks","0.76","0.42","0.03","0.0074","0.0056","0.0031","GBP","0.0087","Others","N","N","0.0","--","0.0"
