日期,国家,Order ID,金额
,,113-8383264-8231457,31.79
,,114-8063362-8886604,45.99
,,111-7054082-0083456,79.99
,,111-6843009-0200261,45.99
,,111-9303587-5511443,485.99
,,112-6989306-0300266,32.09
,,111-2215138-9945011,20.0
2024-04-02,,114-5361322-7373852,159.99
,,112-0069490-5777801,25.89
,,111-5987807-2504247,31.3
,,113-0405887-4645843,27.62
,,114-1778957-4313801,45.99
,,114-4249910-9909003,21.99
,,114-3159406-4134658,50.0
,,114-6055668-8956215,25.67
,,111-8796757-2121062,45.0
,,701-7516344-0398621,13.99
2024-04-03,,111-5573539-0551402 ,40.77
,,112-3167148-5577032,35.63
,,111-5437897-5457008,14.99
,,114-9620674-5023417,127.56
,,114-4061736-3834604,65.0
,,114-8084309-8151424,171.17
,,113-1273868-9618666,43.49
,,113-2372191-0523410,42.89
,,111-7437130-2220254,23.56
,,111-1392122-8617003,45.99
,,111-5871331-5280222,180.19
,,112-7208855-5725843,41.86
,,111-1810351-8753813,30.09
,,113-1227525-3700268,13.49
,,112-4886063-6601811,159.74
,,112-1255796-6496247,11.98
2024-04-04,,112-0089440-8398629,25.0
,,114-3117029-8810620,43.24
,,114-1773016-5421804,45.99
,,113-7109691-5560207,45.99
,,701-4218923-3916201,19.2
,,111-6440924-4443462,34.45
,,111-8989184-4560256,66.99
,,701-0254177-0629021,44.99
,,113-6206962-6917839,30.0
,,113-2091108-2770665,112.57
,,114-7974801-6120266,106.17
,,112-7515856-7594661 ,21.99
,,112-2674572-7237014,30.0
,,111-3210162-2305856,40.91
,,114-4031846-9595467,189.99
,,111-8160581-7203413,15.0
,,114-3467336-2009865,48.54
2024-04-05,,114-3747395-5296206,10.0
,,111-8248152-5982663,75.05
,,114-8267331-8257029,15.0
,,114-6276424-1319452,25.0
,,113-7025061-1709004,39.09
,,113-0601581-5446621,81.31
,,113-4996256-4489809,45.0
,,113-8476084-9364210,40.0
,,114-8376728-2124204,16.62
,,112-9727736-8740225,37.88
,,113-5761591-3093800,89.71
,,112-6671588-5064216,42.68
,,111-6499319-3697837,15.0
2024-04-06,,111-9772487-0656218,42.39
,,111-9736563-7006615,42.78
,,113-6764160-9688268,10.0
,,702-0368276-5555416,27.99
,,112-6154626-2434669,141.07
,,112-4778041-0874605,133.76
,,113-6012265-6715430,59.99
,,114-2174881-1439430,30.0
,,111-4773394-9129822,181.89
,,114-4458884-8130649,19.7
,,112-0016256-8161048,35.22
,,114-5395371-7126613,154.07
2024-04-07,,112-8520591-7865002,14.99
,,114-9979559-0777030,19.11
,,112-0235863-1033049,31.79
,,114-4151402-7385806 ,53.97
,,113-2394690-6949816,10.0
,,113-1200313-4440247,15.0
,,113-5459499-5011411,31.37
,,111-3626458-9048260,34.06
,,111-8723313-2029048,34.06
,,114-8044571-7302667,10.0
,,114-1124716-6360235,150.0
,,114-9588285-2584239,20.0
,,114-9752055-5213831,52.05
,,111-1757223-6091441,19.07
,,701-8506390-5277826,5.0
2024-04-08,,111-7707179-9653001,49.21
,,114-1236407-4677022,79.99
,,114-1581578-6335467,45.99
,,114-4203114-3209015,76.03
,,111-7067277-8791468,43.69
,,114-8185513-3905004,35.99
,,114-8311718-5269846,45.0
2024-04-09,,112-8705429-2949844,189.99
,,112-1266896-5579429,43.23
,,112-0553620-8405016,166.91
,,112-0267282-9227413,32.99
,,111-3634249-7749822,14.99
,,112-5666692-7833844,8.0
,,112-6923031-8335438,15.09
,,111-0327953-3300214,48.62
,,114-1584558-5418631,20.0
,,113-5650703-9805855,97.64
,,112-5907538-6245020,78.69
2024-04-10,,112-9315469-9838622 ,32.5
,,114-0798303-1369055,172.39
,,702-4438559-1212212,44.79
,,113-7813064-4605009,15.0
,,114-9649848-9497854,32.2
,,113-8024887-8894636,45.99
,,114-5492761-2331440,53.99
,,113-0339619-2867451,27.08
,,113-0755935-7804222,86.69
,,112-6164805-8590630,21.99
,,111-9296196-6877033,31.16
,,114-1420580-1718653,32.31
,,111-4024011-4325049,5.0
,,114-8142155-8700208,25.0
,,111-6924573-7487402,30.49
,,112-4045989-1969009 ,43.19
2024-04-11,,112-6075094-3637844,8.0
,,111-4801092-5333067,116.99
,,112-1974012-0145044,249.35
,,114-1552597-2661016 ,157.49
,,113-7129801-8857043,65.0
,,113-1462394-5543450,145.51
,,111-3441442-0666653,83.91
,,112-1996559-8457810,64.34
,,114-3771257-1093839,35.0
,,112-5266373-3991467,43.47
,,111-2690548-5583419,96.99
,,701-3227604-8500232,35.0
2024-04-12,,113-7516556-1819421,128.39
,,112-6025432-8759400,9.9
,,111-5217910-0456234,191.91
,,113-9582633-0389812,53.36
,,111-3029120-1858647,9.95
,,114-8458262-6107448,15.0
,,111-7218844-3078612,55.0
,,114-1295939-3289029,33.06
,,114-1368095-331140,45.99
,,111-5986446-6146606,45.99
,,112-4046176-2591414,35.0
2024-04-13,,113-1014727-4369026,87.1
,,111-6230933-0826638,45.99
,,111-4231307-6434666,15.18
,,112-8978280-3678632,64.19
,,114-7912577-3628253,80.0
,,113-0351003-5574604,32.76
,,114-9943969-4351411,129.99
,,701-4366937-9925060,30.0
,,114-7421567-1879406,49.21
,,114-0941885-5797850,70.0
,,111-7167907-5859437,34.12
,,113-3707120-3426647,40.0
,,111-7550582-2694601,89.99
,,112-9037610-4309042,30.0
,,111-7997308-2682604,15.0
,,113-0797161-3605035,60.0
,,114-4783713-4258601,40.0
2024-04-14,,113-6601440-7363412,117.06
,,114-1752005-8210628,39.58
,,114-8237729-4647441,35.13
,,113-7812023-9453042,11.98
,,114-5718452-7318623,27.66
,,113-3819667-6349009,10.0
,,114-2565025-7614635,32.31
,,114-8934116-4230603,11.98
2024-04-15,,112-4326635-8039431,32.83
,,112-0039620-2153075,38.33
,,111-8004878-4597813,119.2
,,112-2163746-3036217,25.0
,, 701-7205226-1765037,131.03
,,112-4020766-4796265,32.0
2024-04-16,,112-0988351-4981824,15.0
,,114-3783949-2802622,32.01
,,113-7586333-6916262,30.99
,,111-1765059-3628227,20.31
,,113-0474072-8122601,79.99
,,114-0872554-6540201,25.83
,,702-3257867-6485065,20.0
,,114-2723299-5097852,14.49
,,112-7026619-3297040,103.77
,,113-3857025-0195465,67.01
2024-04-17,,112-2983663-2070628,10.0
,,114-9341553-7703453,50.0
,,112-6659261-0050631,13.0
,,112-4697015-2866638,25.49
,,113-4454349-7606664,43.39
,,114-9187280-3334634,99.21
,,112-3725359-7048236 ,59.46
,,111-7700311-3940266,20.0
,,702-4301067-1710660,204.52
,,111-9675487-9769816,20.0
,,114-1359544-4953807,30.0
,,113-9563525-4685009,55.04
2024-04-18,,114-3857872-8586612,124.59
,,113-3676152-7968214,5.0
,,113-1399740-2489833,89.99
,,114-7935708-8005015,59.99
,,112-2296366-4709043,181.04
,,112-2531603-1149829,74.19
,,114-6529064-0286642,65.69
,,114-1888226-9037029,25.0
,,114-7543517-8253034,159.66
,,111-3589099-8009005,159.66
,,111-6068079-7289024,32.55
,,111-7458013-9576212,8.47
,,111-5530815-8360209,20.0
,,111-0716948-1519430,20.0
,,111-9773939-6837035,112.78
,,114-8424035-7677832,28.98
,,112-4645473-9199402,27.45
,,702-8696263-3554645,49.99
2024-04-19,,111-3673411-4230643,29.99
,,113-0857895-6003408,75.06
,,114-7334599-3885810,62.99
,,111-4231910-3804204,37.26
,,112-2983663-2070628,69.99
,,111-8648572-0341823,42.39
,,114-6443034-1003458,99.99
,,114-1683683-2396233,68.47
,,111-8421918-3777852,22.96
,,113-4795804-7939468,64.1
,,112-6985788-3317829,25.0
,,114-3449712-2289835,105.99
,,113-5933971-3505828,161.99
,,111-2916668-6473036,139.77
,,112-2011845-9078629,19.99
,,112-4389744-7847461,50.0
,,111-7054999-6369846,79.99
,,112-1742498-9321049,37.57
,,112-2805068-9698645,42.94
,,111-0078467-4901064,43.33
,,114-8909137-8489803,48.7
,,111-9175438-8720215,79.99
2024-04-20,,702-3026576-2625059,19.41
,,702-3913768-0901869,109.69
,,111-8545043-4230657,25.0
,,114-7693561-1342645,65.0
,,114-9713097-7072257,12.09
,,111-8009067-5831409,5.0
,,111-7500394-0013854,43.23
,,113-2428412-5841842,80.17
,,114-8976499-1664256,25.61
,,111-9230639-0615407,98.09
,,114-7222298-1961859,80.84
,,111-5317958-5470653,79.99
,,111-6372295-6705041,29.99
,,111-2984409-2860252,40.0
,,111-4241132-1592241,45.99
,,114-7748312-8974610,18.37
,,112-2760580-8788208,37.31
,,114-6540786-1481857,32.53
,,114-7090779-0818634,32.03
,,111-8851381-2673028,128.27
,,113-7750923-4305050,31.96
,,112-3341641-1677046,32.37
2024-04-21,,111-3180583-5386607,43.18
,,113-1067782-2633832,93.14
,,112-9331914-1184237,29.99
,,111-7020371-1837043,20.0
,,114-5284179-0328211,113.18
,,111-9796159-9885005,39.41
,,112-8025438-4601805,29.53
,,113-4779040-2706665,35.21
,,113-4074070-9759407,49.81
2024-04-22,,113-6718415-8877064,38.86
,,112-3891317-7689005,39.95
,,113-3394278-8235460,30.0
,,111-4204936-8381063,171.05
,,112-0795178-3278623,63.59
,,111-0263332-7152267,47.62
,,114-0179260-5390666,160.3
2024-04-23,,112-1810343-7627408,41.9
,,111-9966105-5429836,21.64
,,114-9067604-1455405,170.79
,,114-8295637-4914664,35.0
,,113-0040027-2924277,28.45
,,112-0674318-2851419,83.33
,,114-0069204-4354666,61.62
,,114-1872007-9705036,6.0
,,113-8623050-8730650,69.99
,,112-6852581-5767448,71.35
,,111-5328274-1683421,60.0
,,701-8486382-5791414,15.0
,,113-1545978-1778620,10.0
2024-04-24,,114-0761424-3249065,35.0
,,114-3774010-8845060,49.55
,,111-2827896-9124214,34.33
,,111-3959398-6573856,96.51
,,111-1659656-5614650,50.0
,,113-2103026-2715433,20.71
,,114-0594153-1381069,15.0
,,113-6703829-5986662,39.98
2024-04-25,,111-7048833-7468228,41.44
,,112-7079466-3919404,32.82
,,114-9948910-0469819,48.7
,,114-4238577-9056221,63.59
,,113-9918885-5874632,72.95
,,111-2834455-6313029,45.46
,,111-9943050-1581039,117.69
,,112-9132779-9251431,40.53
,,112-4163583-5037049,75.55
,,111-6247481-9483455,63.12
2024-04-26,,111-9769770-0110660,32.99
,,112-4953295-6868261,369.99
,,114-0760423-6089004,15.0
,,114-6656772-0536216,38.78
,,112-6504182-2069869,35.99
,,112-3083782-2460244,30.0
,,111-4484542-8670610,65.21
,,701-2818472-8153819,57.48
,,112-2178707-0809812,31.58
,,702-0293788-4342634,14.0
,,114-5603796-9461034,40.0
,,112-7204302-9182669,25.67
,,111-5627785-7795444,22.6
,,114-4142268-2258635,32.2
,,114-9796308-6669062,17.75
,,114-5459865-0987454,15.0
,,112-7919418-8001036,32.01
2024-04-27,,113-4250047-7572237,45.88
,,114-5293354-1418608,15.0
,,702-6264209-7785047,49.99
,,111-9465102-8243443,45.99
,,114-5206799-9162665,8.0
,,112-7267815-1245037,192.59
,,114-0467471-0058618,8.61
,,113-2432690-6583431,12.59
,,111-1393980-1201865,5.0
,,112-7062568-3932220,10.41
,,112-4158254-4253821,36.79
2024-04-28,,113-8317481-8261823,30.0
,,112-2913084-1392228,131.91
,,114-9202623-8215456,369.99
,,111-3581120-2073052,60.21
,,111-7432328-1311403,109.99
,,114-4997123-6994626,47.99
,,113-3284496-9207462,45.99
,,112-4913047-0780219,42.47
,,113-8253463-6420267,17.28
2024-04-29,,113-6309625-2263404,32.65
,,702-1477270-7677806,58.79
,,701-0370487-5247460,24.13
,,111-5451901-6625015,29.99
,,114-1558811-2139415,31.98
,,113-7307787-6989820,69.99
,,702-3191168-0367411,158.19
2024-04-30,,113-2030100-1538643,48.36
,,111-5916906-4161021,44.93
,,113-6975967-6095449,18.99
,,113-4389174-3024259,10.0
,,114-3354372-3839416,30.91
,,113-9946942-4342668,85.9
,,114-3163661-7941835,10.0
,,111-9110004-1970624,8.0
,,114-0606933-0923462,30.0
,,112-8777455-5624228,10.0
,,113-3160722-6506621,30.0
,,113-3562025-7378650,86.23
,,114-9929803-3676248,25.71
,,113-3742513-7120260,12.0
,,113-9054255-8443404,39.12
,,113-9711204-3011443,114.73
2024-05-01,,702-8339987-8494662,45.0
,,114-2801980-5758621,15.0
,,112-6069315-8855423,80.55
,,112-8711280-6237816,17.33
,,111-1158986-8741002,189.99
,,111-2195543-7076202,36.96
,,112-8592188-7251441,95.83
,,114-5823962-2966605,50.0
,,701-8248350-3960248,21.27
,,111-8507368-3267469,99.1
,,114-9269516-3236201,139.99
,,701-8397060-2880251,114.44
,,701-5749299-0359455,55.99
,,114-3790921-3225864,15.0
,,114-7865012-4177066,20.0
,,111-9043784-5957060,62.99
,,702-8392626-9885815,25.0
,,113-0995878-8936217,6.0
,,114-0674731-9697058,28.95
2024-05-02,,111-5910552-2660237,49.99
,,111-9884466-1025828,10.0
,,113-4972256-2047461,62.53
,,114-9843051-7702614,32.79
,,111-5061109-4997017,31.79
,,114-9115784-7713018,12.86
,,112-2706591-2789056,180.7
,,113-2935389-9084237,39.98
,,111-8168115-0579443,18.87
,,111-9496256-4397003,79.99
,,113-3613473-6325005,6.47
,,113-1369883-6341827,50.0
,,112-8210704-0757047,89.99
,,114-4337174-1110667,82.11
,,701-5200950-1924267,21.26
,,114-7725296-3159465,136.68
,,111-7995620-6880260,25.0
,,114-7093683-8817058,59.67
2024-05-03,,111-5692858-8721024,36.92
,,113-2489007-8417805,37.64
,,113-3851353-5664269,31.98
,,112-8779316-4612233,34.03
,,111-9272831-6908207,39.42
,,114-3911083-7632264,31.86
,,111-3718306-6839408,15.0
,,111-1222899-6651428,25.0
,,113-3835930-9441003,15.0
,,111-7862646-3723437,30.0
,,113-6729549-2716214,25.0
2024-05-04,,112-0133855-7471423,29.99
,,113-6018632-1264234,20.65
,,111-6411313-8764225,50.0
,,112-7483353-3212244,39.21
,,113-2365987-8573862,29.99
,,113-9859225-7277063,47.37
,,111-6126432-2870644,65.0
,,114-2214829-2810630,45.99
,,114-0027518-9782625,50.0
,,114-3318618-4072238,126.78
,,112-7628928-5181868,32.99
,,114-7714208-5335402,41.28
,,114-7017965-2502629,5.0
,,111-2648141-4643406,26.43
,,111-2650675-4963439,29.99
,,114-6145502-7526664,32.61
,,112-8402119-9562649,32.63
,,111-4004466-3692253,32.63
,,112-0573468-3691441,89.99
,,112-8277752-3794643,40.0
2024-05-05,,112-2278268-4381003,10.0
,,113-6202141-0473864,35.99
,,111-8161285-3316236,14.38
,,114-9962202-9750667,14.92
,,112-4222872-1889866,11.93
,,111-5354247-5655406,47.07
,,114-8826848-7461000,29.22
,,114-5313996-8811414,11.81
,,111-3095242-4771409,32.07
,,701-3882430-4317054,35.0
,,112-0971991-6321864,32.31
,,701-1144786-8956224,69.99
2024-05-06,,114-2971927-0015469,5.0
,,114-8361349-0544212,35.74
,,701-0668567-3570665,69.99
,,113-6435155-1777802,57.23
,,113-0088475-6026617,57.63
,,111-8372275-0209023,12.85
,,113-8674123-8820214,32.0
,,701-9546599-5297032,56.49
,,111-9007241-8007425,196.73
,,702-5481873-9324249,49.44
2024-05-07,,112-2414091-0433846,87.19
,,111-3254943-5578662,32.39
,,111-6500882-8633827,10.0
,,701-6455862-5574652,40.67
,,112-7835250-4936251,5.0
,,702-5959891-0069854,27.29
,,114-5498741-9869025,15.99
,,112-5216850-4785012,80.0
,,114-2301742-1361031,97.15
,,111-7179890-4833069,17.99
,,113-6060337-5489061,19.02
,,114-8473601-1661004,15.0
2024-05-08,,113-2898761-3249048,17.92
,,113-5348358-1857860,97.92
,,111-1627321-0345050,98.76
,,112-0428575-2718607,39.98
,,114-2095374-2329057,39.98
,,111-4225026-8055448,32.48
,,114-0872379-2190644,32.24
,,111-7164862-3867415,
,,114-7864204-2068219,16.01
,,701-6862098-8024247,32.99
,,112-4823523-8729044,35.99
,,111-1515130-1735446,37.55
,,111-7186426-8178669,8.0
,,114-8741218-4095463,45.0
,,111-7030770-2821029,42.89
,,113-6209478-4585046,39.98
,,112-7335415-9768202,158.99
,,114-3418858-4534637,34.49
,,113-5628099-6785004,44.03
2024-05-09,,114-2033683-6375425,45.99
,,112-4903400-5890669,122.95
,,112-8758070-0892268,20.83
,,113-4704517-1455464,86.89
,,701-8638095-4722639,15.0
,,111-2242715-8065060,19.07
,,111-1354068-6958625,24.79
,,112-2284966-3603409,7.99
,,111-6301227-2090631,45.99
,,114-8009140-2627451,30.61
,,114-4479518-3476230,27.54
,,111-4334322-1135438,58.36
,,113-5636179-1182660,25.49
,,111-0488999-4358620,32.39
2024-05-10,,111-2077721-9669821,53.89
,,701-9393225-9640204,139.99
,,111-7253943-6110657,11.98
,,113-3642362-2117805,32.39
,,111-9189143-7913835,31.25
,,113-3761106-8676231,15.0
,,112-4392818-8863460,70.0
,,701-4852546-7227404,64.37
,,112-5882443-7144208,45.99
,,113-8525589-6839417,98.09
,,113-6280683-1890657,31.79
,,111-4974089-1907406,95.95
2024-05-11,,111-4152086-6331448,27.7
,,701-2739661-3042666,25.0
,,113-9068521-5497061,12.95
,,114-1617419-6654643,195.74
,,111-3852238-4235441,109.99
,,112-7758406-9376247,9.95
,,112-0315986-3329857,47.78
,,111-9614796-6197826,15.0
2024-05-12,,112-8945649-0514652,73.86
,,112-8945649-0514652,21.59
,,114-8896512-4010632,15.0
,,113-8747170-6694621,146.13
,,112-2793916-9908212,95.39
,,113-5184698-0292237,35.99
,,111-1926721-1893026,
,,111-9225696-6491449,25.0
,,111-3442125-9668204,19.61
,,113-5699408-6377002,17.43
,,701-8442756-7991435,132.2
,,112-1253998-0313031,23.88
,,114-1687119-1517035,38.05
,,113-9547026-5508201,48.91
,,111-7548258-1761009,21.59
,,114-9345796-9508244,89.99
,,113-9548729-4067406,84.47
,,701-3074611-2511424,62.71
,,114-1996184-2360220,79.99
,,407-4524049-8633136,30.82
2024-05-13,,111-4314706-2246620,25.0
,,114-4286593-4429053,20.51
,,114-6248547-6141005,33.99
,,702-1408889-6190620,69.64
,,111-0779410-9874664,105.49
,,114-0540568-7268268,45.99
2024-05-14,,114-7928835-5485825,42.92
,,113-6138709-8121057,20.47
,,111-3721444-9197044,70.0
,,111-6670795-4508201,199.0
,,113-5539394-3028246,75.0
,,114-7906758-5062609,5.0
2024-05-15,,112-3511732-4186659,31.79
,,111-8475661-7489050,15.0
,,701-3411511-8731446,19.53
,,701-1257118-3195444,45.99
,,112-1695354-7662611,42.63
,,114-6613912-8769043,30.0
,,111-1657126-4825058,26.33
,,113-6625647-1136213,52.55
,,112-5214705-8070613,45.99
,,114-0760611-5787426,50.0
,,114-1239841-0740260,29.99
,,111-0864014-3856260,30.0
,,112-1831434-7008219,10.0
2024-05-16,,111-7274486-8351408,64.32
,,111-3956874-7647403,34.75
,,113-0715879-8818654,35.99
,,112-2844216-6760214,190.79
,,111-2161160-8185863,36.99
,,111-6938081-0988206,19.99
,,111-4427110-3480203,23.53
,,114-5896292-4804218,33.55
,,111-7133458-6114627,30.0
,,113-6842364-4862625,194.84
,,111-8257062-3994629,30.0
,,702-2718151-2569809,79.09
,,113-0106237-4461866,9.99
,,114-8989068-1022635,18.91
2024-05-17,,114-3952249-6519469,43.05
,,113-2503898-8827423,18.87
,,114-4481677-2865809,105.98
,,112-0185394-0825857,10.83
,,113-6956296-1401050,106.91
,,112-8844910-5509016,36.5
,,113-2742254-8941015,38.83
,,114-6989007-3029831,42.39
,,114-8409397-2349019,9.95
,,114-7513956-4010657,161.24
2024-05-18,,112-2585322-5265837,42.11
,,112-8923948-1494653,15.0
,,111-8303841-1524240,150.49
,,114-0877298-6535416,5.0
,,112-9441091-5609017,42.99
,,111-0221617-9032241,10.0
,,702-7561823-5882635,20.0
,,113-6423885-1724264,19.99
,,701-3642229-4411412,119.99
,,113-0076730-1687467,25.0
2024-05-19,,702-4879158-2773046,35.0
,,111-6543798-6183458,20.0
,,113-7856819-0161042,29.99
,,701-0060330-8490639,49.71
,,701-2614731-8990611,8.0
,,702-4776915-0815428,55.0
,,111-7351769-6006666,52.99
,,112-9007292-2364200,9.95
,,112-4240530-1980202,30.0
,,111-6760070-8305849,15.0
,,114-0288574-0799439,29.6
2024-05-20,,114-3628647-2886657,13.01
,,112-5139058-4303424,91.57
,,111-0327718-7105072,14.92
,,111-2109205-4992209,35.0
,,111-2726298-2373048,27.54
,,113-4530761-8143406,81.61
,,113-0462805-0430635,102.35
,,114-7599918-7335438,
,,114-5234783-2970646,21.99
2024-05-21,,113-5580264-5269862,158.19
,,702-1248691-3361848,44.62
,,114-5496782-9559431,10.0
,,112-9049049-8891448,45.0
,,114-1165916-8304237,45.99
,,112-7701719-8700224,129.99
,,113-5100207-0709855,45.99
,,112-5659403-1905060,45.99
,,114-9247033-4723413,37.98
,,114-7861451-7623441,37.89
,,111-3903743-6609823,86.59
2024-05-22,,112-2011055-4037050,6.56
,,111-0032673-0831458,31.82
,,111-3361866-3473012,38.84
,,114-3297349-2905817,59.39
,,112-9670692-6554634,27.93
,,111-8678332-1476257,15.0
,,113-3358117-0857046,10.0
,,702-7861155-2252219,35.0
,,701-5222864-6534619,112.99
,,111-5457657-0698615,150.57
,,114-1188078-1758627,38.47
,,113-0648914-0557024,25.0
,,111-5462938-6574606,45.99
,,113-8872610-5508256,73.06
,,112-0399906-0372254,22.09
,,112-4137791-8134662,45.99
2024-05-23,,113-7738247-5252256,45.68
,,112-4675645-7197003,52.46
,,112-3758680-4152242,39.0
,,114-6013307-8079406,25.0
,,112-7579403-1941003,21.59
,,111-6259441-3215420,7.52
,,111-4625042-9921050,18.99
,,111-3281172-1500250,18.99
,,111-3378978-4915460,18.99
,,114-8093588-1962664,32.46
,,113-3070568-5540210,39.99
2024-05-24,,701-7628104-9655417,10.0
,,701-1430694-0237001,25.98
,,111-3309384-6098658,100.0
,,111-8671695-0908219,50.0
,,112-5563193-6904239,52.99
,,702-3993486-3959420,85.87
,,702-5321460-1621006,10.0
,,111-5856470-9741030,32.39
2024-05-25,,702-1274969-7896235,18.99
,,114-3067209-7873066,30.0
,,111-4568845-9599439,123.67
,,113-0663439-1350661,5.96
,,111-0812072-4401019,89.99
,,113-8402759-2713861,42.79
,,113-7276234-8978612,7.59
,,111-5015370-3576260,31.79
2024-05-26,,114-5752778-9274631,46.99
,,701-0644479-4910603,30.0
,,114-9685826-1265064,21.23
,,114-1423794-4133869,96.45
,,111-8930376-0077046,22.46
,,111-9299608-5138664,105.59
,,112-3105115-5711407,39.09
,,702-3884603-0297061,101.31
,,112-1573655-2556224,19.38
,,112-5163653-6861858,29.12
,,114-2979416-5447450,300.0
2024-05-27,,114-1413961-3590663,7.49
,,111-6821897-4870653,35.0
,,113-9916166-8250650,45.99
,,111-2030302-1043460,40.1
,,113-0233469-4365031,36.37
,,111-8836157-1862613,36.75
,,302-3326928-0243546,79.82
,,113-8498212-7853805,74.89
,,111-4903844-9851417,21.71
,,152290204787248743,378.41
2024-05-28,,111-6976658-4794602,97.19
,,112-0439005-3019451,43.32
,,702-1809035-7013859,119.99
,,114-2369006-7437008,21.75
,,112-2480911-6263454,89.99
,,112-7131943-3795428,28.74
,,701-3664871-4009856,55.43
,,113-6055150-0000204,93.74
,,702-5740184-6793858,65.0
,,702-4417016-4465812,63.27
,,114-6429366-5408268,10.0
2024-05-29,,113-0629670-5826604,20.3
,,113-9179494-1469805,40.0
,,702-0918065-8087408,27.11
,,114-5724964-2450606,86.23
,,114-5320310-5370610,30.58
,,111-9087649-0194617,101.99
,,701-6394368-2280241,77.28
,,111-9699009-5077043,29.99
2024-05-30,,702-5950939-8161859,19.03
,,113-8402618-4068223,41.97
,,114-7061642-2258656,77.06
,,702-8884213-1778653,10.0
,,302-9809204-1245963,17.0
,,112-5731920-0564269,31.58
,,113-0540578-2457816,25.0
,,113-0583304-8920242,32.23
,,111-1394213-7304206,8.95
,,114-3330895-0899420,29.99
,,113-1406529-4761001,77.75
,,112-7479405-9931460,19.99
,,114-6354221-3074649,54.3
2024-05-31,,114-0025208-1679455,32.43
,,113-6572076-8317806,20.0
,,112-8942531-1114659,62.82
2024-06-01,,113-7663998-7589819,36.32
,,111-1317665-3253030,43.28
,,114-3184269-8405813,15.11
,,111-0451997-9089835,127.99
,,702-4701268-0925031,40.0
,,114-8976438-3221022,5.33
,,112-4922888-9773028,36.08
,,111-6209957-6699461,50.73
,,114-5307913-8261016,153.13
2024-06-02,,114-9279709-2521031,60.0
,,112-0478007-4442628,25.0
,,112-8537163-6766602,102.59
,,113-7760445-6973003,42.99
,,111-4787502-4277835,50.0
,,114-8366177-7830653,45.99
,,111-6076939-7495457,10.0
,,112-8370219-6041059,47.91
,,112-7042338-1890647,79.99
,,113-7139396-7089858,25.0
,,111-2202430-8631420,137.43
,,114-4523920-1740227,5.0
2024-06-03,,113-6221790-5213048,54.09
,,111-0419105-3516202,50.0
,,111-0784088-0673068,8.0
,,701-7720310-9050612,51.73
,,112-5272074-4323447,70.0
,,114-7253997-4756232,69.99
,,112-6943335-4153820,
,,114-4483550-3831453,29.95
,,111-4243848-6673862,101.64
,,113-0692276-3526633,30.0
,,111-9304465-7547449,6.97
,,113-9840763-1311401,30.0
,,111-9192212-2500249,21.26
,,114-7693313-4820230,16.37
,,114-9672231-3734621,60.0
,,114-0071856-9304210,37.64
,,113-9317654-6989043,24.8
2024-06-04,,114-6794951-9802632,100.45
,,112-1684050-6231432,44.63
,,112-6347153-7663443,15.0
,,112-8029879-6665843,45.99
,,112-1972463-8044260,39.12
,,112-1743490-7869003,19.13
,,113-0560726-3001054,173.39
,,113-1757531-9780267,140.16
,,114-8024157-9545067,15.0
2024-06-05,,112-1989702-3060235,28.93
,,114-7484580-2965845,30.0
,,111-3212172-1197039,7.99
,,112-4822965-1412230,43.09
,,112-1878037-3754601,168.47
,,114-7789478-4112222,32.16
,,113-5922410-1380260,12.0
,,114-3416555-5513024,29.99
,,111-1033631-4946647,32.99
,,701-0814736-4910606,18.96
,,114-7284740-2733854,29.99
,,113-0057838-6256240,45.99
,,113-1740136-6065038,10.79
,,114-4755047-6302602,21.99
,,111-6199137-1401849,5.77
,,113-2872524-8155403,25.0
,,113-0796178-9631411,15.3
2024-06-06,,112-4166337-8217008,63.59
,,112-8418725-3111452,74.19
,,114-7637881-4391466,32.31
,,111-9338062-9378642,21.19
,,114-2132631-7183423,40.37
,,113-8732958-5240207,86.69
,,113-7132163-6462657,98.4
,,112-9523501-4866627,32.9
,,112-4670743-9833003,38.0
,,114-5124155-6786648,21.0
,,702-3704154-0423425,46.9
,,701-6238681-8811420,52.89
,,112-4983164-9918600,29.99
,,112-9707848-1535454,50.0
2024-06-07,,112-8462528-4056236,33.64
,,113-8669619-3894613,86.86
,,114-2508992-6436255,45.4
,,114-8690335-1832209,42.58
,,112-0056948-9642666,60.0
,,111-0200749-2857013,27.52
,,111-3247219-2978661,45.99
,,113-8560140-2340217,40.0
,,112-9231869-6693052,25.0
,,113-5297994-2840222,53.32
,,114-2518583-5582642,7.0
,,111-3908453-9528268,25.0
2024-06-08,,114-0096635-0557856,14.14
,,114-2822835-7029028,20.41
,,111-4535507-6610617,42.38
,,114-0398969-9104207,73.44
,,701-9801855-1077017,30.0
,,114-0952120-3836217,29.31
,,112-1751931-3410616,13.9
,,114-4239321-1351462,75.27
,,112-8863185-6653044,30.0
,,114-7743802-0728221,10.0
,,112-7550215-3364245,98.18
,,113-1405015-6433824,11.99
,,701-6811811-1991464,70.0
,,114-7242501-7968248,27.46
,,113-6204498-3169050,30.0
,,113-3977295-0659414,58.84
,,111-6741376-8467458,84.79
2024-06-09,,111-5445058-0418650,50.0
,,111-5658398-7287427,121.62
,,113-5580264-5269862,84.79
,,701-5272325-7911424,57.49
,,111-9777798-5457055,44.37
,,111-9658482-8793822,85.0
,,111-5136998-8145049,18.99
,,112-2504783-2544238,50.08
